HAND_ID,NS_ETAB_ID,CO_ETUDE_ID,TE_LM,CO_VALEUR,DT_DEBUT,DT_FIN,SW_LM_1,SW_LM_2,SW_LM_3,SW_LM_1_OBG,SW_LM_2_OBG,SW_LM_3_OBG
27323,3230,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27324,3230,PQ41 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27325,3230,PQ42 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27326,3230,PQ43 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27327,3230,P7   ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27328,3230,TT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27329,3230,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27330,3230,TT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27331,3230,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27332,3230,TT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27333,3230,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27334,3230,TT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27335,3230,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27336,3231,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27337,3231,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27338,3231,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27339,3231,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27340,3231,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27341,3232,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27342,3232,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27343,3232,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27344,3232,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27345,3232,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27346,3232,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27347,3232,TT22R,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27348,3232,TT31 ,Anglais,EN,2017-09-01,9999-12-31,N,N,O,N,N,N
27349,3232,TT31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27350,3232,TT32 ,Anglais,EN,2017-09-01,9999-12-31,N,N,O,N,N,N
27351,3232,TT32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27352,3236,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27353,3236,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27354,3236,GT11D,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27355,3236,GT11D,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27356,3236,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27357,3236,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27358,3236,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27359,3236,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27360,3236,GT2D ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27361,3236,GT2D ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27362,3236,PC4  ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27363,3236,PC4  ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27364,3236,PC4  ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27365,3236,PC5  ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
27366,3236,PC5  ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
27367,3236,PC5  ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
27368,3236,PC6  ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
27369,3236,PC6  ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
27370,3236,PC6  ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
27371,3236,PQI24,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27372,3236,PQI24,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27373,3236,PQI24,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27374,3236,PQI3 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27375,3236,PQI3 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27376,3236,PQI3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27377,3236,PQI34,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27378,3236,PQI34,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27379,3236,PQI34,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27380,3236,PQI4 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27381,3236,PQI4 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27382,3236,PQI4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27383,3236,PQSC ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27384,3236,PQSC ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27385,3236,PQSC ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27386,3236,PQS1 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27387,3236,PQS1 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27388,3236,PQS1 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27389,3236,PQS2 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27390,3236,PQS2 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27391,3236,PQS2 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27392,3236,PQS3 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27393,3236,PQS3 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27394,3236,PQS3 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27395,3236,PQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
27396,3236,PQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
27397,3236,PQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
27398,3236,PQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27399,3236,PQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27400,3236,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27401,3236,PQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27402,3236,PQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27403,3236,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27404,3236,PQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27405,3236,PQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27406,3236,PQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27407,3236,PQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27408,3236,PQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27409,3236,PQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27410,3236,PQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27411,3236,PQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27412,3236,PQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27413,3236,PQ33B,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27414,3236,PQ33B,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27415,3236,PQ33B,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27416,3236,PQ33C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27417,3236,PQ33C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27418,3236,PQ33C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27419,3236,TQC4 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27420,3236,TQC4 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27421,3236,TQC4 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27422,3236,TQC5 ,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
27423,3236,TQC5 ,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
27424,3236,TQC5 ,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
27425,3236,TQC6 ,Allemand,DE,2020-09-01,9999-12-31,O,N,N,O,N,N
27426,3236,TQC6 ,Anglais,EN,2020-09-01,9999-12-31,O,N,N,O,N,N
27427,3236,TQC6 ,Néerlandais,NL,2020-09-01,9999-12-31,O,N,N,O,N,N
27428,3236,TQ2CC,Allemand,DE,2019-09-01,9999-12-31,O,N,N,O,N,N
27429,3236,TQ2CC,Anglais,EN,2019-09-01,9999-12-31,O,N,N,O,N,N
27430,3236,TQ2CC,Néerlandais,NL,2019-09-01,9999-12-31,O,N,N,O,N,N
27431,3236,TQ21 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27432,3236,TQ21 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27433,3236,TQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27434,3236,TQ22 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27435,3236,TQ22 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27436,3236,TQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27437,3236,TQ22R,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27438,3236,TQ22R,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27439,3236,TQ22R,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27440,3236,TQ3C ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27441,3236,TQ3C ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27442,3236,TQ3C ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27443,3236,TQ31 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27444,3236,TQ31 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27445,3236,TQ31 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27446,3236,TQ32 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27447,3236,TQ32 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27448,3236,TQ32 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27449,3236,TQ33 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27450,3236,TQ33 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27451,3236,TQ33 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27452,3236,TT21 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
27453,3236,TT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27454,3236,TT22 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
27455,3236,TT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27456,3236,TT31 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
27457,3236,TT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27458,3236,TT32 ,Anglais,EN,2014-09-01,9999-12-31,O,N,N,N,N,N
27459,3236,TT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27460,3237,PQ41 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27461,3237,PQ41 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27462,3237,PQ41 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27463,3237,PQ42 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27464,3237,PQ42 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27465,3237,PQ42 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27466,3237,PQ43 ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27467,3237,PQ43 ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27468,3237,PQ43 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27469,3237,P7   ,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27470,3237,P7   ,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27471,3237,P7   ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27472,4809,AS21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27473,4809,GT11C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27474,4809,GT11D,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27475,4809,GT11S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27476,4809,GT12C,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27477,4809,GT12S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27478,4809,GT2D ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27479,4809,GT21 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27480,4809,GT21 ,Néerlandais,NL,2017-09-01,9999-12-31,O,N,N,N,N,N
27481,4809,GT22 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27482,4809,GT22 ,Néerlandais,NL,2017-09-01,9999-12-31,O,N,N,N,N,N
27483,4809,GT31 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27484,4809,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27485,4809,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27486,4809,GT32 ,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27487,4809,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27488,4809,GT32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27489,4809,GT33L,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27490,4809,GT33L,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27491,4809,GT33L,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27492,4809,GT33M,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27493,4809,GT33M,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27494,4809,GT33M,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27495,4809,GT33P,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27496,4809,GT33P,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27497,4809,GT33P,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27498,4809,GT33S,Anglais,EN,2014-09-01,9999-12-31,N,O,N,N,N,N
27499,4809,GT33S,Espagnol,ES,2014-09-01,9999-12-31,N,N,O,N,N,N
27500,4809,GT33S,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27501,4809,PQ21 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27502,4809,PQ22 ,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27503,4809,PQ31 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,N,N,N
27504,4809,PQ32 ,Néerlandais,NL,2016-09-01,9999-12-31,O,N,N,N,N,N
27505,4809,TQ21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27506,4809,TQ22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27507,4809,TQ31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27508,4809,TQ32 ,Néerlandais,NL,2014-09-01,9999-12-31,O,N,N,N,N,N
27509,5143,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27510,5143,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27511,5143,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27512,5143,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27513,5143,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27514,5143,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27515,5381,GT11C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27516,5381,GT11C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27517,5381,GT11C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27518,5381,GT12C,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27519,5381,GT12C,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27520,5381,GT12C,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27521,5381,GT12S,Allemand,DE,2018-09-01,9999-12-31,O,N,N,N,N,N
27522,5381,GT12S,Anglais,EN,2018-09-01,9999-12-31,O,N,N,N,N,N
27523,5381,GT12S,Néerlandais,NL,2018-09-01,9999-12-31,O,N,N,N,N,N
27524,5381,GT21 ,Allemand,DE,2014-09-01,9999-12-31,O,O,N,N,N,N
27525,5381,GT21 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
27526,5381,GT21 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
27527,5381,GT21 ,Italien,IT,2014-09-01,9999-12-31,N,O,N,N,N,N
27528,5381,GT21 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
27529,5381,GT22 ,Allemand,DE,2014-09-01,9999-12-31,O,O,N,N,N,N
27530,5381,GT22 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
27531,5381,GT22 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,N,N,N,N
27532,5381,GT22 ,Italien,IT,2014-09-01,9999-12-31,N,O,N,N,N,N
27533,5381,GT22 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,N,N,N,N
27534,5381,GT31 ,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
27535,5381,GT31 ,Allemand,DE,2016-09-01,2017-08-31,N,O,O,N,N,N
27536,5381,GT31 ,Allemand,DE,2017-09-01,2017-09-30,O,O,O,N,N,N
27537,5381,GT31 ,Allemand,DE,2017-10-01,2018-08-31,O,O,O,N,N,N
27538,5381,GT31 ,Allemand,DE,2018-09-01,2018-09-30,O,O,O,N,N,N
27539,5381,GT31 ,Allemand,DE,2018-10-01,2019-08-31,O,O,O,N,N,N
27540,5381,GT31 ,Allemand,DE,2019-09-01,2019-09-30,O,O,O,N,N,N
27541,5381,GT31 ,Allemand,DE,2019-10-01,2021-08-31,O,O,O,N,N,N
27542,5381,GT31 ,Allemand,DE,2021-09-01,2021-09-30,O,O,O,N,N,N
27543,5381,GT31 ,Allemand,DE,2021-10-01,9999-12-31,O,O,O,N,N,N
27544,5381,GT31 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
27545,5381,GT31 ,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
27546,5381,GT31 ,Arabe,AR,2016-10-01,2017-08-31,N,N,O,N,N,N
27547,5381,GT31 ,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
27548,5381,GT31 ,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
27549,5381,GT31 ,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
27550,5381,GT31 ,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
27551,5381,GT31 ,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
27552,5381,GT31 ,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
27553,5381,GT31 ,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
27554,5381,GT31 ,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
27555,5381,GT31 ,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
27556,5381,GT31 ,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
27557,5381,GT31 ,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
27558,5381,GT31 ,Chinois,CH,2016-10-01,2017-08-31,N,N,O,N,N,N
27559,5381,GT31 ,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
27560,5381,GT31 ,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
27561,5381,GT31 ,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
27562,5381,GT31 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
27563,5381,GT31 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
27564,5381,GT31 ,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
27565,5381,GT31 ,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
27566,5381,GT31 ,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
27567,5381,GT31 ,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
27568,5381,GT31 ,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
27569,5381,GT31 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
27570,5381,GT31 ,Italien,IT,2015-09-01,2016-08-31,N,N,O,N,N,N
27571,5381,GT31 ,Italien,IT,2016-09-01,2016-09-30,N,O,O,N,N,N
27572,5381,GT31 ,Italien,IT,2016-10-01,2017-08-31,N,O,O,N,N,N
27573,5381,GT31 ,Italien,IT,2017-09-01,2017-09-30,N,O,O,N,N,N
27574,5381,GT31 ,Italien,IT,2017-10-01,2018-08-31,N,O,O,N,N,N
27575,5381,GT31 ,Italien,IT,2018-09-01,2018-09-30,N,O,O,N,N,N
27576,5381,GT31 ,Italien,IT,2018-10-01,2019-08-31,N,O,O,N,N,N
27577,5381,GT31 ,Italien,IT,2019-09-01,2019-09-30,N,O,O,N,N,N
27578,5381,GT31 ,Italien,IT,2019-10-01,9999-12-31,N,O,O,N,N,N
27579,5381,GT31 ,Néerlandais,NL,2014-09-01,9999-12-31,O,O,O,N,N,N
27580,5381,GT32 ,Allemand,DE,2014-09-01,2016-08-31,O,O,O,N,N,N
27581,5381,GT32 ,Allemand,DE,2016-09-01,2017-08-31,N,O,O,N,N,N
27582,5381,GT32 ,Allemand,DE,2017-09-01,2017-09-30,O,O,O,N,N,N
27583,5381,GT32 ,Allemand,DE,2017-10-01,2018-08-31,O,O,O,N,N,N
27584,5381,GT32 ,Allemand,DE,2018-09-01,2018-09-30,O,O,O,N,N,N
27585,5381,GT32 ,Allemand,DE,2018-10-01,2019-08-31,O,O,O,N,N,N
27586,5381,GT32 ,Allemand,DE,2019-09-01,2019-09-30,O,O,O,N,N,N
27587,5381,GT32 ,Allemand,DE,2019-10-01,2021-08-31,O,O,O,N,N,N
27588,5381,GT32 ,Allemand,DE,2021-09-01,2021-09-30,O,O,O,N,N,N
27589,5381,GT32 ,Allemand,DE,2021-10-01,9999-12-31,O,O,O,N,N,N
27590,5381,GT32 ,Anglais,EN,2014-09-01,9999-12-31,O,O,N,N,N,N
27591,5381,GT32 ,Arabe,AR,2016-09-01,2016-09-30,N,N,O,N,N,N
27592,5381,GT32 ,Arabe,AR,2016-10-01,2017-08-31,N,N,O,N,N,N
27593,5381,GT32 ,Arabe,AR,2017-09-01,2017-09-30,N,N,O,N,N,N
27594,5381,GT32 ,Arabe,AR,2017-10-01,2018-08-31,N,N,O,N,N,N
27595,5381,GT32 ,Arabe,AR,2018-09-01,2018-09-30,N,N,O,N,N,N
27596,5381,GT32 ,Arabe,AR,2018-10-01,2019-08-31,N,N,O,N,N,N
27597,5381,GT32 ,Arabe,AR,2019-09-01,2019-09-30,N,N,O,N,N,N
27598,5381,GT32 ,Arabe,AR,2019-10-01,2020-08-31,N,N,O,N,N,N
27599,5381,GT32 ,Arabe,AR,2020-09-01,2020-09-30,N,N,O,N,N,N
27600,5381,GT32 ,Arabe,AR,2020-10-01,2021-08-31,N,N,O,N,N,N
27601,5381,GT32 ,Arabe,AR,2021-09-01,2021-09-30,N,N,O,N,N,N
27602,5381,GT32 ,Arabe,AR,2021-10-01,9999-12-31,N,N,O,N,N,N
27603,5381,GT32 ,Chinois,CH,2016-09-01,2016-09-30,N,N,O,N,N,N
27604,5381,GT32 ,Chinois,CH,2016-10-01,2017-08-31,N,N,O,N,N,N
27605,5381,GT32 ,Chinois,CH,2017-09-01,2017-09-30,N,N,O,N,N,N
27606,5381,GT32 ,Chinois,CH,2017-10-01,2018-08-31,N,N,O,N,N,N
27607,5381,GT32 ,Chinois,CH,2018-09-01,2018-09-30,N,N,O,N,N,N
27608,5381,GT32 ,Chinois,CH,2018-10-01,2019-08-31,N,N,O,N,N,N
27609,5381,GT32 ,Chinois,CH,2019-09-01,2019-09-30,N,N,O,N,N,N
27610,5381,GT32 ,Chinois,CH,2019-10-01,2020-08-31,N,N,O,N,N,N
27611,5381,GT32 ,Chinois,CH,2020-09-01,2020-09-30,N,N,O,N,N,N
27612,5381,GT32 ,Chinois,CH,2020-10-01,2021-08-31,N,N,O,N,N,N
27613,5381,GT32 ,Chinois,CH,2021-09-01,2021-09-30,N,N,O,N,N,N
27614,5381,GT32 ,Chinois,CH,2021-10-01,9999-12-31,N,N,O,N,N,N
27615,5381,GT32 ,Espagnol,ES,2014-09-01,9999-12-31,N,O,O,N,N,N
27616,5381,GT32 ,Italien,IT,2015-09-01,2016-08-31,N,N,O,N,N,N
27617,5381,GT32 ,Italien,IT,2016-09-01,2016-09-30,N,O,O,N,N,N
27618,5381,GT32 ,Italien,IT,2016-10-01,2017-08-31,N,O,O,N,N,N
